Component Type,Component Name,File Path
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,ClassWithRenderProp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,ClassParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Function Component,MyComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-14\react-14.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,NormalizingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,InnerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,ComponentWrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,ParentComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,NullPropTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,NullContextTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,GetDefaultPropsComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,MisspelledPropTypesComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,ClassWithRenderProp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,ClassParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Function Component,MyComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-15\react-15.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,NormalizingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,InnerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,ComponentWrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,ParentComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,NullPropTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,NullContextTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,GetDefaultPropsComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,MisspelledPropTypesComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,ClassWithRenderProp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,ClassParent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Function Component,MyComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-16\react-16.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,NormalizingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,InnerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,ComponentWrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,ParentComp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,NullPropTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,NullContextTypeComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,GetDefaultPropsComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,MisspelledPropTypesComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Wrapper,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\fixtures\legacy-jsx-runtimes\react-17\react-17.test.js
