Component Type,Component Name,File Path
Function Component,ThirdPartyComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-client\src\__tests__\ReactFlight-test.js
Function Component,ServerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-client\src\__tests__\ReactFlight-test.js
Function Component,ServerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-client\src\__tests__\ReactFlight-test.js
Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\devtools\views\Components\Tree.js
Concise Arrow Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\compiler-integration-test.js
Concise Arrow Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\compiler-integration-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\componentStacks-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\componentStacks-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\componentStacks-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\console-test.js
Class Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\console-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\editing-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\editing-test.js
Class Component,LegacyContextProvider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\editing-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\editing-test.js
Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\FastRefreshDevToolsIntegration-test.js
Class Component,LegacyContextProvider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Class Component,LegacyContextConsumer,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Class Component,ModernContextType,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Class Component,LocalErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\inspectedElement-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\ownersListContext-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\ownersListContext-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\ownersListContext-test.js
Concise Arrow Function Component,InnerComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\ownersListContext-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\preprocessData-test.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\preprocessData-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\preprocessData-test.js
Function Component,RefForwardingComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerChangeDescriptions-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerContext-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilerStore-test.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilingCache-test.js
Concise Arrow Function Component,About,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\profilingCache-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Function Component,ClientComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,App,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Concise Arrow Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\store-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,FunctionComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Baz,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Foo,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Bar,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Loading,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeComponentFilters-test.js
Concise Arrow Function Component,Leaf,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Concise Arrow Function Component,Intermediate,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Concise Arrow Function Component,Leaf,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Concise Arrow Function Component,Leaf,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Concise Arrow Function Component,Intermediate,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Concise Arrow Function Component,Leaf,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\storeOwners-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,Example,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\TimelineProfiler-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,BadRender,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,LogsWarning,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,ThrowsError,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,BadRender,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Concise Arrow Function Component,Grandparent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Concise Arrow Function Component,Fallback,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\treeContext-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\legacy\editing-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\legacy\editing-test.js
Class Component,LegacyContextProvider,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\legacy\editing-test.js
Class Component,ClassComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shared\src\__tests__\legacy\editing-test.js
Function Component,HOC,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\DeeplyNestedComponents\index.js
Function Component,Nested,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\DeeplyNestedComponents\index.js
Function Component,NamedInnerFunction,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\ElementTypes\index.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\ErrorBoundaries\index.js
Function Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\ErrorBoundaries\index.js
Function Component,ReactErrorOnHostComponent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\InlineWarnings\index.js
Class Component,LegacyContext,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\InspectableElements\Contexts.js
Class Component,ErrorBoundary,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\InspectableElements\CustomHooks.js
Function Component,Hoc,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\InspectableElements\CustomHooks.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\PartiallyStrictApp\index.js
Function Component,StrictChild,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\PartiallyStrictApp\index.js
Function Component,EmptySuspense,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\SuspenseTree\index.js
Function Component,Fallback1,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\SuspenseTree\index.js
Function Component,Fallback2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\SuspenseTree\index.js
Function Component,Primary1,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\SuspenseTree\index.js
Function Component,Primary2,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\SuspenseTree\index.js
Function Component,Greeting,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\app\Toggle\index.js
Function Component,ListItem,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\e2e-apps\ListApp.js
Class Component,List,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\e2e-apps\ListAppLegacy.js
Function Component,ListItem,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-devtools-shell\src\e2e-apps\ListAppLegacy.js
Class Component,Component,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\client\__tests__\trustedTypes-test.internal.js
Class Component,ControlledInput,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\ChangeEventPlugin-test.js
Class Component,ControlledInput,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\ChangeEventPlugin-test.js
Class Component,ControlledTextarea,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\ChangeEventPlugin-test.js
Class Component,ControlledInput,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\ChangeEventPlugin-test.js
Class Component,ControlledInput,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\ChangeEventPlugin-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\EnterLeaveEventPlugin-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\EnterLeaveEventPlugin-test.js
Class Component,MouseEnterDetect,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\EnterLeaveEventPlugin-test.js
Class Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\EnterLeaveEventPlugin-test.js
Class Component,MouseEnterDetect,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\EnterLeaveEventPlugin-test.js
Class Component,Button,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\SimpleEventPlugin-test.js
Class Component,Button,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\SimpleEventPlugin-test.js
Class Component,Button,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\plugins\__tests__\SimpleEventPlugin-test.js
Function Component,Test,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\DOMPluginEventSystem-test.internal.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\DOMPluginEventSystem-test.internal.js
Function Component,Parent,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\DOMPluginEventSystem-test.internal.js
Function Component,Child,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\DOMPluginEventSystem-test.internal.js
Class Component,Comp,C:\Users\Francesco\PycharmProjects\FSS Software Evolution\FSS Software Evolution\react\packages\react-dom\src\events\__tests__\getEventKey-test.js
